Customer ID,Gender,Age,Subscription Length (Months),Monthly Charges,Total Charges,Payment Method,Contract Type,Internet Service,Customer Support Calls,Churn
CUST0248,Male,31,33,55.77,1840.41,Credit Card,Two-Year,Fiber Optic,0,Yes
CUST0249,Male,76,59,44.88,2647.92,PayPal,Two-Year,No Internet,1,Yes
CUST0250,Male,73,59,51.58,3043.22,Credit Card,One-Year,DSL,6,Yes
CUST0251,Female,68,48,99.24,4763.52,Credit Card,One-Year,DSL,5,No
CUST0252,Male,24,41,97.37,3992.17,Bank Transfer,Monthly,No Internet,2,No
CUST0253,Female,20,13,94.81,1232.53,PayPal,Monthly,DSL,9,No
CUST0254,Male,64,43,80.55,3463.65,PayPal,Monthly,No Internet,1,No
CUST0255,Male,40,45,41.94,1887.3,Credit Card,Monthly,DSL,9,No
CUST0256,Male,63,25,47.09,1177.25,Credit Card,Two-Year,Fiber Optic,3,No
CUST0257,Male,60,53,59.47,3151.91,Credit Card,One-Year,No Internet,2,Yes
CUST0258,Female,64,42,84.75,3559.5,Bank Transfer,One-Year,Fiber Optic,6,No
CUST0259,Female,77,36,16.18,582.48,Bank Transfer,Monthly,Fiber Optic,7,No
CUST0260,Male,62,27,48.19,1301.13,Credit Card,Monthly,No Internet,1,No
CUST0261,Male,35,38,17.44,662.72,PayPal,Two-Year,Fiber Optic,9,No
CUST0262,Female,75,7,56.32,394.24,PayPal,Two-Year,No Internet,6,No
CUST0263,Male,55,5,90.9,454.5,Bank Transfer,Monthly,Fiber Optic,7,No
CUST0264,Male,52,43,80.42,3458.06,Bank Transfer,One-Year,No Internet,5,No
CUST0265,Male,68,45,30.51,1372.95,Credit Card,One-Year,No Internet,5,No
CUST0266,Female,32,58,97.84,5674.72,PayPal,One-Year,DSL,9,No
CUST0267,Female,42,57,70.06,3993.42,Credit Card,Monthly,No Internet,0,No
CUST0268,Female,72,51,10.94,557.94,Bank Transfer,One-Year,No Internet,3,Yes
CUST0269,Male,54,31,32.99,1022.69,PayPal,Two-Year,Fiber Optic,0,No
CUST0270,Male,45,23,33.46,769.58,PayPal,Two-Year,No Internet,3,No
CUST0271,Female,27,42,16.23,681.66,Bank Transfer,Monthly,DSL,1,Yes
CUST0272,Female,56,10,96.38,963.8,Credit Card,Two-Year,Fiber Optic,4,Yes
CUST0273,Female,74,32,53.04,1697.28,Credit Card,Monthly,Fiber Optic,9,Yes
CUST0274,Female,34,43,90.62,3896.66,PayPal,One-Year,DSL,8,No
CUST0275,Male,56,53,39.0,2067.0,Bank Transfer,One-Year,Fiber Optic,9,No
CUST0276,Female,39,30,21.27,638.1,PayPal,One-Year,Fiber Optic,2,No
CUST0277,Male,43,39,52.69,2054.91,Bank Transfer,Two-Year,Fiber Optic,7,No
CUST0278,Female,79,31,20.26,628.06,Credit Card,Monthly,Fiber Optic,2,No
CUST0279,Male,61,18,53.74,967.32,Bank Transfer,One-Year,DSL,5,No
CUST0280,Female,42,36,92.83,3341.88,Credit Card,Monthly,DSL,3,No
CUST0281,Female,34,2,56.87,113.74,Bank Transfer,One-Year,Fiber Optic,7,No
CUST0282,Female,30,14,65.48,916.72,PayPal,Two-Year,Fiber Optic,5,Yes
CUST0283,Female,37,13,24.1,313.3,Credit Card,Two-Year,DSL,7,No
CUST0284,Male,42,29,13.94,404.26,PayPal,Monthly,DSL,0,No
CUST0285,Female,21,12,19.97,239.64,PayPal,Two-Year,DSL,5,No
CUST0286,Male,27,39,63.87,2490.93,Credit Card,Two-Year,Fiber Optic,0,No
CUST0287,Male,20,2,18.55,37.1,Credit Card,Monthly,Fiber Optic,0,No
CUST0288,Male,58,32,43.84,1402.88,PayPal,One-Year,No Internet,7,Yes
CUST0289,Male,62,13,59.51,773.63,PayPal,Two-Year,DSL,6,No
CUST0290,Female,35,46,44.98,2069.08,PayPal,Monthly,Fiber Optic,2,Yes
CUST0291,Male,64,27,24.73,667.71,PayPal,Two-Year,DSL,5,No
CUST0292,Male,53,49,34.64,1697.36,Credit Card,Two-Year,Fiber Optic,8,No
CUST0293,Male,64,41,93.55,3835.55,Credit Card,Two-Year,DSL,6,No
CUST0294,Female,39,17,70.84,1204.28,PayPal,Two-Year,Fiber Optic,2,No
CUST0295,Female,51,40,54.64,2185.6,Bank Transfer,Monthly,No Internet,5,No
CUST0296,Female,64,31,11.14,345.34,Bank Transfer,Monthly,No Internet,3,No
CUST0297,Female,25,34,99.32,3376.88,Credit Card,Monthly,DSL,2,No
CUST0298,Male,57,24,70.43,1690.32,PayPal,Two-Year,Fiber Optic,8,No
CUST0299,Male,66,45,38.52,1733.4,PayPal,Two-Year,Fiber Optic,9,No
CUST0300,Female,61,35,89.13,3119.55,Credit Card,Two-Year,DSL,1,No
CUST0301,Male,36,48,33.26,1596.48,Bank Transfer,Monthly,Fiber Optic,0,Yes
CUST0302,Male,59,6,58.96,353.76,Bank Transfer,Two-Year,DSL,1,No
CUST0303,Male,58,19,67.25,1277.75,Bank Transfer,One-Year,Fiber Optic,6,No
CUST0304,Female,54,30,29.9,897.0,Credit Card,Two-Year,DSL,9,No
CUST0305,Female,23,7,98.06,686.42,Bank Transfer,One-Year,Fiber Optic,0,Yes
CUST0306,Male,69,10,77.34,773.4,Credit Card,Two-Year,DSL,5,No
CUST0307,Female,43,41,60.2,2468.2,Credit Card,Monthly,Fiber Optic,6,Yes
CUST0308,Female,51,32,26.25,840.0,PayPal,Two-Year,No Internet,8,Yes
CUST0309,Female,76,34,14.85,504.9,Bank Transfer,One-Year,Fiber Optic,7,No
CUST0310,Female,73,28,38.81,1086.68,Credit Card,One-Year,DSL,5,No
CUST0311,Female,76,15,77.79,1166.85,Bank Transfer,Two-Year,No Internet,2,Yes
CUST0312,Male,62,30,34.24,1027.2,Bank Transfer,One-Year,Fiber Optic,7,No
CUST0313,Female,23,37,58.56,2166.72,PayPal,One-Year,No Internet,6,No
CUST0314,Male,54,29,75.52,2190.08,Bank Transfer,Monthly,Fiber Optic,2,No
CUST0315,Male,74,22,19.71,433.62,PayPal,Two-Year,No Internet,8,Yes
CUST0316,Female,50,4,71.68,286.72,Credit Card,Two-Year,DSL,1,No
CUST0317,Male,70,20,18.27,365.4,Bank Transfer,Two-Year,Fiber Optic,2,No
CUST0318,Male,39,32,96.86,3099.52,Credit Card,One-Year,Fiber Optic,1,No
CUST0319,Male,38,36,53.96,1942.56,Bank Transfer,Two-Year,DSL,0,No
CUST0320,Female,23,50,23.56,1178.0,Credit Card,Two-Year,No Internet,3,No
CUST0321,Female,23,4,40.81,163.24,Bank Transfer,Monthly,DSL,4,Yes
CUST0322,Male,72,27,47.21,1274.67,Bank Transfer,Monthly,DSL,5,No
CUST0323,Female,65,17,78.24,1330.08,Bank Transfer,Monthly,No Internet,4,No
CUST0324,Female,21,12,76.91,922.92,Bank Transfer,One-Year,DSL,0,No
CUST0325,Female,47,22,65.07,1431.54,Bank Transfer,Two-Year,Fiber Optic,2,No
CUST0326,Female,28,17,19.53,332.01,Bank Transfer,Monthly,Fiber Optic,0,Yes
CUST0327,Male,79,10,23.64,236.4,Bank Transfer,Monthly,Fiber Optic,4,No
CUST0328,Male,79,54,18.44,995.76,Bank Transfer,Monthly,DSL,4,No
CUST0329,Female,47,1,61.95,61.95,Bank Transfer,Two-Year,Fiber Optic,5,No
CUST0330,Female,48,22,88.94,1956.68,Credit Card,Two-Year,Fiber Optic,7,No
CUST0331,Male,41,26,49.04,1275.04,PayPal,Two-Year,Fiber Optic,9,No
CUST0332,Male,72,56,24.48,1370.88,Bank Transfer,One-Year,Fiber Optic,0,No
CUST0333,Female,26,59,60.22,3552.98,PayPal,One-Year,Fiber Optic,3,Yes
CUST0334,Male,72,18,83.06,1495.08,Bank Transfer,Monthly,Fiber Optic,9,No
CUST0335,Female,20,50,76.75,3837.5,Bank Transfer,Two-Year,DSL,0,No
CUST0336,Female,68,14,89.33,1250.62,Credit Card,Monthly,Fiber Optic,8,No
CUST0337,Male,48,47,35.01,1645.47,Credit Card,Two-Year,Fiber Optic,6,No
CUST0338,Male,57,29,27.46,796.34,PayPal,Two-Year,No Internet,6,No
CUST0339,Female,54,12,89.18,1070.16,Credit Card,Two-Year,DSL,4,Yes
CUST0340,Female,53,36,69.18,2490.48,Credit Card,One-Year,DSL,6,Yes
CUST0341,Male,41,59,37.98,2240.82,PayPal,One-Year,DSL,1,No
CUST0342,Female,48,35,76.81,2688.35,Credit Card,Two-Year,DSL,3,Yes
CUST0343,Male,23,52,83.36,4334.72,Bank Transfer,Monthly,Fiber Optic,6,No
CUST0344,Female,19,12,65.35,784.2,PayPal,Two-Year,Fiber Optic,2,Yes
CUST0345,Male,37,7,71.91,503.37,PayPal,Two-Year,No Internet,1,No
CUST0346,Male,45,29,43.77,1269.33,Bank Transfer,Monthly,No Internet,9,No
CUST0347,Male,28,11,58.48,643.28,Credit Card,Two-Year,DSL,1,Yes
CUST0348,Female,21,33,57.17,1886.61,PayPal,Monthly,No Internet,0,No
CUST0349,Female,32,6,86.32,517.92,PayPal,One-Year,No Internet,4,Yes
CUST0350,Male,23,47,85.6,4023.2,Bank Transfer,One-Year,DSL,5,No
CUST0351,Female,71,15,84.94,1274.1,Bank Transfer,Monthly,DSL,5,Yes
CUST0352,Male,66,32,10.99,351.68,Credit Card,One-Year,No Internet,8,No
CUST0353,Male,47,51,77.46,3950.46,PayPal,One-Year,Fiber Optic,3,No
CUST0354,Female,73,11,78.28,861.08,Credit Card,Monthly,No Internet,0,Yes
CUST0355,Female,55,58,71.05,4120.9,Credit Card,One-Year,No Internet,5,Yes
CUST0356,Male,68,23,78.06,1795.38,Bank Transfer,Two-Year,Fiber Optic,4,No
CUST0357,Female,79,26,85.78,2230.28,PayPal,Two-Year,Fiber Optic,9,Yes
CUST0358,Female,74,34,52.33,1779.22,PayPal,Monthly,DSL,5,No
CUST0359,Male,19,46,55.18,2538.28,PayPal,One-Year,DSL,2,No
CUST0360,Male,32,34,21.22,721.48,Bank Transfer,Two-Year,No Internet,1,No
CUST0361,Female,28,29,44.68,1295.72,Bank Transfer,Two-Year,Fiber Optic,5,No
CUST0362,Male,25,4,67.9,271.6,Bank Transfer,One-Year,DSL,0,No
CUST0363,Male,43,17,80.24,1364.08,Bank Transfer,One-Year,No Internet,6,No
CUST0364,Female,68,35,29.55,1034.25,Bank Transfer,Two-Year,Fiber Optic,6,No
CUST0365,Male,62,13,22.4,291.2,PayPal,Two-Year,No Internet,9,Yes
CUST0366,Male,61,41,69.67,2856.47,Credit Card,Monthly,DSL,6,Yes
CUST0367,Female,22,39,10.17,396.63,PayPal,Monthly,DSL,9,No
CUST0368,Female,23,15,26.05,390.75,Credit Card,Two-Year,Fiber Optic,0,No
CUST0369,Male,43,55,12.62,694.1,Bank Transfer,Monthly,No Internet,3,Yes
CUST0370,Male,71,29,25.02,725.58,Credit Card,Two-Year,Fiber Optic,6,No
CUST0371,Female,21,29,26.32,763.28,PayPal,Two-Year,DSL,8,No
CUST0372,Female,36,11,44.89,493.79,PayPal,Monthly,DSL,4,Yes
CUST0373,Female,37,52,46.21,2402.92,Credit Card,Monthly,No Internet,1,No
CUST0374,Female,50,32,88.68,2837.76,Bank Transfer,One-Year,No Internet,6,Yes
CUST0375,Male,37,2,55.91,111.82,Bank Transfer,One-Year,No Internet,9,No
CUST0376,Female,66,47,75.11,3530.17,PayPal,One-Year,Fiber Optic,0,Yes
CUST0377,Female,29,14,19.37,271.18,Credit Card,Two-Year,No Internet,6,No
CUST0378,Male,64,20,30.29,605.8,Bank Transfer,Monthly,No Internet,5,Yes
CUST0379,Female,18,22,73.26,1611.72,Bank Transfer,Two-Year,DSL,6,No
CUST0380,Male,43,11,14.75,162.25,PayPal,Monthly,DSL,9,No
CUST0381,Female,31,27,53.79,1452.33,Bank Transfer,Two-Year,No Internet,2,Yes
CUST0382,Female,55,3,63.94,191.82,Credit Card,One-Year,No Internet,2,No
CUST0383,Female,54,17,64.19,1091.23,PayPal,One-Year,DSL,6,No
CUST0384,Male,79,44,12.06,530.64,PayPal,One-Year,No Internet,1,Yes
CUST0385,Male,28,56,38.99,2183.44,Credit Card,Two-Year,Fiber Optic,0,No
CUST0386,Female,53,28,67.28,1883.84,PayPal,Monthly,Fiber Optic,8,No
CUST0387,Male,30,29,23.41,678.89,Bank Transfer,Monthly,Fiber Optic,8,No
CUST0388,Male,60,21,72.59,1524.39,Bank Transfer,One-Year,No Internet,6,No
CUST0389,Male,20,47,77.13,3625.11,Credit Card,One-Year,DSL,6,No
CUST0390,Male,50,16,98.38,1574.08,Bank Transfer,One-Year,No Internet,2,Yes
CUST0391,Male,23,37,28.89,1068.93,Credit Card,One-Year,No Internet,9,No
CUST0392,Male,67,59,84.26,4971.34,Credit Card,Monthly,DSL,1,No
CUST0393,Female,73,20,56.83,1136.6,Bank Transfer,Two-Year,DSL,6,No
CUST0394,Female,27,6,43.61,261.66,Credit Card,Two-Year,DSL,8,No
CUST0395,Male,22,19,21.01,399.19,Bank Transfer,Two-Year,Fiber Optic,0,No
CUST0396,Female,40,57,76.2,4343.4,PayPal,Two-Year,No Internet,3,Yes
CUST0397,Female,27,5,31.23,156.15,PayPal,One-Year,DSL,5,Yes
CUST0398,Female,61,3,43.43,130.29,Credit Card,One-Year,No Internet,6,Yes
CUST0399,Female,19,59,15.63,922.17,Bank Transfer,One-Year,Fiber Optic,9,Yes
CUST0400,Male,30,1,82.12,82.12,Bank Transfer,Two-Year,Fiber Optic,6,No
CUST0401,Female,57,58,78.99,4581.42,PayPal,One-Year,DSL,9,Yes
CUST0402,Female,19,38,76.03,2889.14,PayPal,One-Year,DSL,1,Yes
CUST0403,Male,37,15,36.95,554.25,Bank Transfer,Monthly,No Internet,3,Yes
CUST0404,Male,18,34,25.61,870.74,Credit Card,Monthly,DSL,4,Yes
CUST0405,Female,54,35,67.38,2358.3,PayPal,One-Year,No Internet,0,Yes
CUST0406,Female,26,49,54.65,2677.85,Credit Card,Monthly,DSL,0,Yes
CUST0407,Female,34,25,26.04,651.0,Credit Card,Monthly,No Internet,9,No
CUST0408,Female,26,24,71.73,1721.52,PayPal,One-Year,No Internet,2,No
CUST0409,Female,28,12,99.2,1190.4,Credit Card,One-Year,No Internet,9,Yes
CUST0410,Female,32,18,77.25,1390.5,Credit Card,One-Year,No Internet,2,No
CUST0411,Male,41,15,76.6,1149.0,Bank Transfer,One-Year,Fiber Optic,7,No
CUST0412,Female,55,44,95.53,4203.32,Credit Card,Two-Year,No Internet,8,Yes
CUST0413,Female,72,16,28.26,452.16,Bank Transfer,Two-Year,DSL,0,Yes
CUST0414,Male,52,27,60.9,1644.3,PayPal,One-Year,Fiber Optic,1,No
CUST0415,Male,47,8,98.17,785.36,PayPal,Monthly,Fiber Optic,9,No
CUST0416,Male,48,46,24.88,1144.48,Bank Transfer,One-Year,No Internet,1,Yes
CUST0417,Male,66,25,73.02,1825.5,PayPal,One-Year,Fiber Optic,3,Yes
CUST0418,Female,22,17,62.72,1066.24,Credit Card,Monthly,No Internet,1,No
CUST0419,Female,79,29,62.78,1820.62,Credit Card,Two-Year,DSL,6,Yes
CUST0420,Female,77,53,72.79,3857.87,Credit Card,One-Year,No Internet,8,Yes
CUST0421,Female,61,8,93.67,749.36,PayPal,One-Year,Fiber Optic,6,No
CUST0422,Female,67,15,80.43,1206.45,Credit Card,Two-Year,DSL,5,No
CUST0423,Female,31,27,15.05,406.35,PayPal,Two-Year,No Internet,9,No
CUST0424,Male,70,46,86.75,3990.5,Credit Card,Monthly,DSL,0,No
CUST0425,Female,73,50,30.3,1515.0,Bank Transfer,Two-Year,DSL,9,Yes
CUST0426,Male,28,52,43.92,2283.84,PayPal,Two-Year,Fiber Optic,8,Yes
CUST0427,Male,26,7,51.56,360.92,PayPal,Two-Year,DSL,4,No
CUST0428,Female,51,3,53.28,159.84,Credit Card,Monthly,Fiber Optic,4,Yes
CUST0429,Male,29,29,49.17,1425.93,PayPal,Two-Year,DSL,5,No
CUST0430,Female,52,44,94.36,4151.84,PayPal,Two-Year,No Internet,8,No
CUST0431,Male,52,53,73.54,3897.62,Bank Transfer,Monthly,DSL,7,No
CUST0432,Female,18,24,66.81,1603.44,Bank Transfer,Two-Year,No Internet,7,Yes
CUST0433,Male,57,58,14.49,840.42,Credit Card,Two-Year,No Internet,7,No
CUST0434,Female,39,3,91.35,274.05,Bank Transfer,Monthly,DSL,0,No
CUST0435,Female,77,20,91.85,1837.0,Credit Card,One-Year,No Internet,0,No
CUST0436,Female,46,46,80.22,3690.12,Credit Card,Monthly,DSL,7,Yes
CUST0437,Female,25,15,10.63,159.45,Credit Card,Two-Year,DSL,4,Yes
CUST0438,Female,28,25,15.16,379.0,PayPal,Two-Year,No Internet,8,Yes
CUST0439,Male,58,30,30.27,908.1,Bank Transfer,Two-Year,No Internet,1,No
CUST0440,Male,54,14,21.82,305.48,Credit Card,Monthly,Fiber Optic,8,No
CUST0441,Male,31,7,45.9,321.3,Bank Transfer,Two-Year,No Internet,7,No
CUST0442,Female,77,17,93.04,1581.68,Credit Card,Two-Year,Fiber Optic,8,No
CUST0443,Male,47,44,52.49,2309.56,Bank Transfer,Monthly,No Internet,3,Yes
CUST0444,Female,52,20,11.21,224.2,Bank Transfer,One-Year,DSL,0,No
CUST0445,Female,38,36,35.45,1276.2,Credit Card,One-Year,No Internet,0,Yes
CUST0446,Male,54,9,14.01,126.09,PayPal,Two-Year,DSL,4,No
CUST0447,Male,22,38,13.27,504.26,Bank Transfer,Monthly,DSL,1,No
CUST0448,Female,36,48,34.81,1670.88,PayPal,Two-Year,DSL,7,No
CUST0449,Male,76,57,34.81,1984.17,PayPal,Monthly,Fiber Optic,9,No
CUST0450,Female,31,22,80.84,1778.48,Credit Card,Monthly,No Internet,4,Yes
CUST0451,Female,43,54,97.74,5277.96,Credit Card,One-Year,DSL,4,Yes
CUST0452,Female,79,53,43.41,2300.73,Credit Card,One-Year,DSL,1,No
CUST0453,Female,21,53,48.6,2575.8,Bank Transfer,Monthly,Fiber Optic,6,No
CUST0454,Female,42,2,86.03,172.06,Credit Card,Two-Year,No Internet,7,Yes
CUST0455,Male,62,24,34.13,819.12,Credit Card,One-Year,No Internet,9,Yes
CUST0456,Male,59,8,24.07,192.56,Bank Transfer,Two-Year,Fiber Optic,0,No
CUST0457,Female,42,11,86.78,954.58,Bank Transfer,One-Year,Fiber Optic,1,Yes
CUST0458,Female,35,13,14.19,184.47,Credit Card,One-Year,No Internet,9,No
CUST0459,Male,57,17,65.77,1118.09,Credit Card,Two-Year,Fiber Optic,3,No
CUST0460,Male,25,8,60.58,484.64,Credit Card,One-Year,No Internet,4,Yes
CUST0461,Female,56,21,41.13,863.73,Credit Card,One-Year,No Internet,1,Yes
CUST0462,Male,57,18,38.37,690.66,PayPal,Two-Year,DSL,0,No
CUST0463,Female,31,30,79.47,2384.1,PayPal,One-Year,DSL,8,No
CUST0464,Male,49,18,17.78,320.04,Credit Card,One-Year,No Internet,0,No
CUST0465,Female,68,46,31.31,1440.26,PayPal,One-Year,No Internet,3,No
CUST0466,Male,78,47,75.92,3568.24,Bank Transfer,Two-Year,No Internet,1,Yes
CUST0467,Female,55,31,59.35,1839.85,PayPal,Monthly,No Internet,3,No
CUST0468,Male,50,38,21.52,817.76,PayPal,Two-Year,No Internet,7,No
CUST0469,Male,40,32,89.39,2860.48,Credit Card,Monthly,No Internet,7,Yes
CUST0470,Female,32,11,45.41,499.51,PayPal,One-Year,Fiber Optic,8,No
CUST0471,Male,50,45,84.51,3802.95,PayPal,Monthly,No Internet,4,Yes
CUST0472,Female,42,25,80.89,2022.25,PayPal,Two-Year,Fiber Optic,6,Yes
CUST0473,Male,34,33,66.2,2184.6,PayPal,Two-Year,Fiber Optic,2,Yes
CUST0474,Female,50,38,54.5,2071.0,Bank Transfer,One-Year,No Internet,9,No
CUST0475,Male,64,41,98.16,4024.56,Credit Card,Monthly,No Internet,3,No
CUST0476,Female,72,8,23.05,184.4,Credit Card,One-Year,Fiber Optic,9,No
CUST0477,Male,19,11,75.26,827.86,Bank Transfer,One-Year,Fiber Optic,8,No
CUST0478,Female,31,22,27.21,598.62,PayPal,Two-Year,No Internet,9,No
CUST0479,Male,70,51,40.44,2062.44,Bank Transfer,Monthly,No Internet,9,Yes
CUST0480,Female,57,24,37.78,906.72,PayPal,Monthly,Fiber Optic,0,Yes
CUST0481,Female,57,41,95.23,3904.43,Bank Transfer,Monthly,Fiber Optic,1,Yes
CUST0482,Female,68,17,97.06,1650.02,Credit Card,Monthly,Fiber Optic,4,Yes
CUST0483,Male,56,12,26.47,317.64,Credit Card,One-Year,DSL,2,No
CUST0484,Female,68,57,11.98,682.86,Credit Card,One-Year,Fiber Optic,1,No
CUST0485,Male,23,46,74.8,3440.8,PayPal,Two-Year,DSL,0,No
CUST0486,Female,23,32,47.62,1523.84,PayPal,One-Year,No Internet,9,Yes
CUST0487,Male,20,15,18.0,270.0,Bank Transfer,One-Year,No Internet,2,No
CUST0488,Female,24,16,71.54,1144.64,Bank Transfer,Two-Year,Fiber Optic,0,No
CUST0489,Male,68,54,59.06,3189.24,Credit Card,Two-Year,No Internet,0,Yes
CUST0490,Male,25,22,98.25,2161.5,PayPal,Two-Year,No Internet,0,No
CUST0491,Female,59,28,30.47,853.16,Bank Transfer,One-Year,No Internet,7,No
CUST0492,Male,69,20,46.36,927.2,PayPal,One-Year,No Internet,2,No
CUST0493,Male,32,33,58.83,1941.39,PayPal,Two-Year,DSL,0,No
CUST0494,Female,64,10,81.25,812.5,Credit Card,Two-Year,DSL,6,No
CUST0495,Male,46,40,59.4,2376.0,Credit Card,Two-Year,Fiber Optic,9,Yes
CUST0496,Male,50,32,65.16,2085.12,PayPal,One-Year,Fiber Optic,2,No
